pAsuram,Word,Meaning,
5-8-10-mAda mALigai,pAdumin,sing,
5-8-10-mAda mALigai,pAda,as you sing (these pAsurams),
5-8-10-mAda mALigai,nummidai,with you,
5-8-10-mAda mALigai,pAvam,sins which are hurdles for the goal,
5-8-10-mAda mALigai,nillA,will be eradicated,
5-9-1-kai ilangu,kai,in his divine hand,
5-9-1-kai ilangu,ilangu,shining,
5-9-1-kai ilangu,Azhi,thiruvAzhi (divine chakra),
5-9-1-kai ilangu,sangan,and having SrI pAnchajanyam,
5-9-1-kai ilangu,karu,dark,
5-9-1-kai ilangu,mugil,like a cloud,
5-9-1-kai ilangu,thiru,beautiful,
5-9-1-kai ilangu,niRaththan,having complexion,
5-9-1-kai ilangu,poy ilan,(in the greatness revealed in SAsthram about him) not having any falsity (having such greatness),
5-9-1-kai ilangu,meyyan,(for the devotees) one who reveals them,
5-9-1-kai ilangu,than thAL,his divine feet,
5-9-1-kai ilangu,adaivarEl,if they surrender,
5-9-1-kai ilangu,adimai Akkum,one who makes them servitors (for him),
5-9-1-kai ilangu,sey,farmland,
5-9-1-kai ilangu,alar,blossoming,
5-9-1-kai ilangu,kamalam,lotus flowers-,
5-9-1-kai ilangu,Ongu,height,
5-9-1-kai ilangu,seRi,being dense,
5-9-1-kai ilangu,pozhil,having orchards,
5-9-1-kai ilangu,then,beautiful,
5-9-1-kai ilangu,thiruppEr,in the dhivyadhESam named thiruppEr,
5-9-1-kai ilangu,pai,having expansive hoods,
5-9-1-kai ilangu,aravu,thiruvananthAzhwAn (AdhiSEshan),
5-9-1-kai ilangu,aNaiyAn,"sarvESvaran who is having as mattress, his",
5-9-1-kai ilangu,nAmam,divine names,
5-9-1-kai ilangu,paravi,recited,
5-9-1-kai ilangu,nAn,I,
5-9-1-kai ilangu,uyndha ARu,the way I got uplifted,
5-9-1-kai ilangu,E,How amazing!,
5-9-2-vangamAr,vangam,boats,
5-9-2-vangamAr,Ar,filled,
5-9-2-vangamAr,Ezh kadalgaLum,seven oceans,
5-9-2-vangamAr,malaiyum,seven anchoring mountains,
5-9-2-vangamAr,vAnagamum,sky,
5-9-2-vangamAr,maRRum,further,
5-9-2-vangamAr,am kaN,beautifully spacious,
5-9-2-vangamAr,mA gyAlam,vast earth,
5-9-2-vangamAr,ellAm,all of these,
5-9-2-vangamAr,amudhu seydhu,consuming (during deluge),
5-9-2-vangamAr,umizhndha,spitting out (during creation),
5-9-2-vangamAr,endhai,being my lord,
5-9-2-vangamAr,thingaL,moon-s orbit,
5-9-2-vangamAr,mA mugil,huge cloud region,
5-9-2-vangamAr,aNavu,reaching up to,
5-9-2-vangamAr,seRi,being dense,
5-9-2-vangamAr,pozhil,having orchards,
5-9-2-vangamAr,then,beautiful,
5-9-2-vangamAr,thiruppEr,in the dhivyadhESam named thiruppEr,
5-9-2-vangamAr,engaL,"towards us, devotees",
5-9-2-vangamAr,mAl,having love,
5-9-2-vangamAr,iRaivan,sarvESvaran-s,
5-9-2-vangamAr,nAmam,divine names,
5-9-2-vangamAr,Eththi,praised,
5-9-2-vangamAr,nAn,I,
5-9-2-vangamAr,uyndha ARu,the way I got uplifted,
5-9-2-vangamAr,E,How amazing!,
5-9-3-oruvanai undhippU mEl,oruvanai,the unique brahmA,
5-9-3-oruvanai undhippU mEl,undhi pU mEl,on his divine lotus navel,
5-9-3-oruvanai undhippU mEl,Onguviththu,created,
5-9-3-oruvanai undhippU mEl,oruvanai,"another one, rudhra",
5-9-3-oruvanai undhippU mEl,Agam thannAl,with the drop of a sweat from his divine chest (by sprinkling it on the skull that rudhra had),
5-9-3-oruvanai undhippU mEl,sAbam,(his) curse,
5-9-3-oruvanai undhippU mEl,nIkki,eliminated,
5-9-3-oruvanai undhippU mEl,umbar AL,"-(You, like previously) can rule the higher worlds-",
5-9-3-oruvanai undhippU mEl,enRu vittAn,being the one who sent him off,
5-9-3-oruvanai undhippU mEl,peru varai,like huge mountains,
5-9-3-oruvanai undhippU mEl,madhiLgaL,by forts,
5-9-3-oruvanai undhippU mEl,sUzhndha,surrounded,
5-9-3-oruvanai undhippU mEl,peru nagar,in the vast thirurppEr nagar,
5-9-3-oruvanai undhippU mEl,aravu aNai mEl,on ananthaSayanam (AdhiSEshan),
5-9-3-oruvanai undhippU mEl,karu varai,black coloured mountain-s,
5-9-3-oruvanai undhippU mEl,vaNNan,sarvESvaran who is having complexion,
5-9-3-oruvanai undhippU mEl,thenpEr,in thenthiruppEr where he is mercifully residing,
5-9-3-oruvanai undhippU mEl,karudhi,desired (to enjoy him),
5-9-3-oruvanai undhippU mEl,nAn,I,
5-9-3-oruvanai undhippU mEl,uyndha ARu,the way I got uplifted,
5-9-3-oruvanai undhippU mEl,E,How amazing!,
5-9-4-Unamar thalai,Un amar,filled with flesh,
5-9-4-Unamar thalai,onRu thalai,the skull of brahmA,
5-9-4-Unamar thalai,Endhi,holding in hand,
5-9-4-Unamar thalai,ulagu ellAm,in all worlds,
5-9-4-Unamar thalai,thiriyum,roaming around (to get alms),
5-9-4-Unamar thalai,Isan,rudhran,
5-9-4-Unamar thalai,In amar,-lowly,
5-9-4-Unamar thalai,sAbam,(my) curse,
5-9-4-Unamar thalai,nIkkAy,(you) should remove-,
5-9-4-Unamar thalai,enna,as he requested,
5-9-4-Unamar thalai,oN punalai,(from your divine chest) beautiful sweat (which can eliminate the curse),
5-9-4-Unamar thalai,IndhAy,one who gave (one who sprinkled on that skull),
5-9-4-Unamar thalai,thEn amar,filled with beetles,
5-9-4-Unamar thalai,pozhilgaL,by orchards,
5-9-4-Unamar thalai,sUzhndha,surrounded,
5-9-4-Unamar thalai,seRi,dense,
5-9-4-Unamar thalai,vayal,having fertile fields,
5-9-4-Unamar thalai,thenthiruppEr,in the dhivyadhESam named thenthiruppEr,
5-9-4-Unamar thalai,vAnavar,for nithyasUris,
5-9-4-Unamar thalai,thalaivan,"lord, his",
5-9-4-Unamar thalai,nAmam,(reciting) divine names,
5-9-4-Unamar thalai,vAzhththi,praised,
5-9-4-Unamar thalai,nAn,I,
5-9-4-Unamar thalai,uyndha ARu,the way I got uplifted,
5-9-4-Unamar thalai,E,How amazing!,
5-9-5-vakkaran vAy,vakkaran,-dhantha vakra-s,
5-9-5-vakkaran vAy,vAy,mouth,
5-9-5-vakkaran vAy,mun,in the past,
5-9-5-vakkaran vAy,kINda,one who tore,
5-9-5-vakkaran vAy,mAyavanE,Oh amazing person!-,
5-9-5-vakkaran vAy,enRu,saying this,
5-9-5-vakkaran vAy,vAnOr,dhEvathAs,
5-9-5-vakkaran vAy,pukku,gathered and came,
5-9-5-vakkaran vAy,araN thandharuLAy,(for us) mercifully give protection,
5-9-5-vakkaran vAy,enna,as they prayed,
5-9-5-vakkaran vAy,ponnAgaththAnai,hiraNya (who is their enemy),
5-9-5-vakkaran vAy,ari uruvamAgi,being in the form of narasimha,
5-9-5-vakkaran vAy,nakku,laughed,
5-9-5-vakkaran vAy,kiLarndhu,grew,
5-9-5-vakkaran vAy,nagam,with nails,
5-9-5-vakkaran vAy,idandhu,tore,
5-9-5-vakkaran vAy,ugandha,one who felt joyful,
5-9-5-vakkaran vAy,sakkaram,with sudharSana chakram,
5-9-5-vakkaran vAy,selvan,being SrImAn (the consort of SrI mahAlakshmi),
5-9-5-vakkaran vAy,thenpEr,for thenthiruppEr,
5-9-5-vakkaran vAy,thalaivan,one who is the lord,
5-9-5-vakkaran vAy,thAL,divine feet,
5-9-5-vakkaran vAy,adaindhu,reached,
5-9-5-vakkaran vAy,uyndhEnE,I got uplifted,
5-9-6-vilangalAl,vilangu,shining,
5-9-6-vilangalAl,izhai poruttu,for pirAtti who is having ornaments,
5-9-6-vilangalAl,vilangalAl,with rocks,
5-9-6-vilangalAl,kadal,ocean,
5-9-6-vilangalAl,adaiththu,built a bridge,
5-9-6-vilangalAl,mA ilangai nagarkku,for the huge city of lankA,
5-9-6-vilangalAl,iRaivan,"rAvaNa, who is the lord, his",
5-9-6-vilangalAl,irubadhu puyam,twenty shoulders,
5-9-6-vilangalAl,villAl,by bending (his) bow,
5-9-6-vilangalAl,thuNiththAn,one who severed,
5-9-6-vilangalAl,nalam koL,having good conduct,
5-9-6-vilangalAl,nAl maRai,four vEdhams,
5-9-6-vilangalAl,vallArgaL,brAhmaNas who can recite,
5-9-6-vilangalAl,Eththa,loudly recited,
5-9-6-vilangalAl,Oththu oli,sound of vEdham,
5-9-6-vilangalAl,kEttu,listened,
5-9-6-vilangalAl,malangu,fish,
5-9-6-vilangalAl,pAy,jump and move away,
5-9-6-vilangalAl,vayal,having fertile fields,
5-9-6-vilangalAl,thiruppEr,dhivyadhESam named thenthiruppEr,
5-9-6-vilangalAl,maruvi,desiring to worship,
5-9-6-vilangalAl,nAn,I,
5-9-6-vilangalAl,vAzhndha ARE,How amazing is it that I got uplifted!,
5-9-7-veNNey thAn,thAn,he who was begotten by yaSOdhA after performing penance,
5-9-7-veNNey thAn,veNNey,butter,
5-9-7-veNNey thAn,amudhu seyya,as he mercifully consumed,
5-9-7-veNNey thAn,Aychchi,mother yaSOdhA,
5-9-7-veNNey thAn,veguNdu,became angry,
5-9-7-veNNey thAn,maththu,the pestle which helps in churning the curd,
5-9-7-veNNey thAn,Ochchi,threw,
5-9-7-veNNey thAn,kaNNi,with knots,
5-9-7-veNNey thAn,Ar,filled,
5-9-7-veNNey thAn,kuRu,small,
5-9-7-veNNey thAn,kayiRRAl,with rope,
5-9-7-veNNey thAn,katta,bound,
5-9-7-veNNey thAn,vettenRu,accepting (that),
5-9-7-veNNey thAn,irundhAn,one who remained,
5-9-7-veNNey thAn,thiNNam,being firm,
5-9-7-veNNey thAn,mA,huge,
5-9-7-veNNey thAn,madhiLgaL,by forts,
5-9-7-veNNey thAn,sUzhndha,surrounded,
5-9-7-veNNey thAn,then thiruppEruL,in the dhivyadhESam named thenthiruppEr,
5-9-7-veNNey thAn,vElai,like ocean,
5-9-7-veNNey thAn,vaNNanAr,for the one who is having complexion,
5-9-7-veNNey thAn,nAmam,divine names,
5-9-7-veNNey thAn,nALum,every day,
5-9-7-veNNey thAn,vAymozhindhu,recited,
5-9-7-veNNey thAn,uyndha ARE!,How amazing is it that I got uplifted!,
5-9-8-ambonAr,am,beautiful,
5-9-8-ambonAr,ponAr,like gold (best),
5-9-8-ambonAr,ulagam Ezhum,seven worlds,
5-9-8-ambonAr,aRiya,to know,
5-9-8-ambonAr,AyppAdi thannuL,in thiruvAyppAdi,
5-9-8-ambonAr,kombu,having body like a stick [she was that slender],
5-9-8-ambonAr,pinnai,nappinnaip pirAtti-s,
5-9-8-ambonAr,kOlam,with beauty,
5-9-8-ambonAr,kUdudhaRku,to unite,
5-9-8-ambonAr,ERu,bulls,
5-9-8-ambonAr,konRAn,one who killed,
5-9-8-ambonAr,sem,reddish,
5-9-8-ambonAr,ponAr,like gold,
5-9-8-ambonAr,madhiLgaL sUzhndha thenthiruppEruL,inside the dhivyadhESam named thenthiruppEr which is surrounded by forts,
5-9-8-ambonAr,mEvum,one who is remaining fixed,
5-9-8-ambonAr,em pirAn,our swamy-s,
5-9-8-ambonAr,nAmam nALum Eththi nAn uyndha ARE!,How amazing is it that I recited his divine names and became uplifted!,
5-9-9-nAl vagai,nAl vagai,four types of,
5-9-9-nAl vagai,vEdham,in vEdhams,
5-9-9-nAl vagai,ai vELvi,in five great yagyams,
5-9-9-nAl vagai,ARu angam,in the ancillary subjects such as vyAkaraNam,
5-9-9-nAl vagai,vallAr,those who are capable,
5-9-9-nAl vagai,mElai,in the higher worlds,
5-9-9-nAl vagai,vAnavaril,more than the dhEvathAs,
5-9-9-nAl vagai,mikka,being great,
5-9-9-nAl vagai,vEdhiyar,being best among brAhmaNas,
5-9-9-nAl vagai,AdhikAlam,from the time of creation,
5-9-9-nAl vagai,sEl,fish,
5-9-9-nAl vagai,ugaL,jumping,
5-9-9-nAl vagai,vayal,having fertile fields,
5-9-9-nAl vagai,thiruppEr,in thenthiruppEr,
5-9-9-nAl vagai,sem,reddish,
5-9-9-nAl vagai,kaN,having eyes,
5-9-9-nAl vagai,mAlOdum,with sarvESvaran,
5-9-9-nAl vagai,vAzhvAr,being those who eternally reside with emperumAn,
5-9-9-nAl vagai,seelam,sauSeelyam (simplicity),
5-9-9-nAl vagai,mA,best,
5-9-9-nAl vagai,thavaththar,for those who have penance,
5-9-9-nAl vagai,sindhai,heart,
5-9-9-nAl vagai,ALi,"one who rules over, having as his abode and",
5-9-9-nAl vagai,en,my,
5-9-9-nAl vagai,sindhaiyAn,he is residing in my heart,
5-9-10-vaNdaRai,vaNdu,beetles,
5-9-10-vaNdaRai,aRai,humming,
5-9-10-vaNdaRai,pozhil,having orchards,
5-9-10-vaNdaRai,thiruppEr,in the dhivyadhESam named thiruppEr,
5-9-10-vaNdaRai,vari,having moles,
5-9-10-vaNdaRai,aravu,AdhiSEshan,
5-9-10-vaNdaRai,aNaiyil,on the mattress,
5-9-10-vaNdaRai,paLLi koNdu,reclining,
5-9-10-vaNdaRai,uRaiginRa,eternally residing,
5-9-10-vaNdaRai,mAlai,on sarvESvaran,
5-9-10-vaNdaRai,kodi,with hoisted flags,
5-9-10-vaNdaRai,madhiL,forts,
5-9-10-vaNdaRai,mAdam,having mansions,
5-9-10-vaNdaRai,mangai,being the leader of thirumangai region,
5-9-10-vaNdaRai,thiN,firm,
5-9-10-vaNdaRai,thiRal,having strength,
5-9-10-vaNdaRai,thOL,having shoulders,
5-9-10-vaNdaRai,kaliyan,thirumangai AzhwAr,
5-9-10-vaNdaRai,sem,beautiful (pursuable by all),
5-9-10-vaNdaRai,sollAl,in thamizh,
5-9-10-vaNdaRai,mozhindha,mercifully spoke,
5-9-10-vaNdaRai,ivai mAlai,these ten pAsurams,
5-9-10-vaNdaRai,koNdu,recite,
5-9-10-vaNdaRai,pAdi,sing,
5-9-10-vaNdaRai,Ada,as [they] dance,
5-9-10-vaNdaRai,nIL,expansive,
5-9-10-vaNdaRai,visumbu,paramapadham,
5-9-10-vaNdaRai,kUduvar,will reach,
5-10-1-thIdhaRu,thIdhu aRu,faultless,
5-10-1-thIdhaRu,nilaththodu,with earth,
5-10-1-thIdhaRu,eri,fire,
5-10-1-thIdhaRu,kAlinodu,with air,
5-10-1-thIdhaRu,nIr,water,
5-10-1-thIdhaRu,kezhu,abundant (being the one which gives for all of these),
5-10-1-thIdhaRu,vishumbum,ether,
5-10-1-thIdhaRu,avaiyAy,being the antharAthmA (in-dwelling super-soul) of pancha bhUthams,
5-10-1-thIdhaRu,mAsu aRu,faultless,
5-10-1-thIdhaRu,manaththinodu,with mind,
5-10-1-thIdhaRu,uRakkamodu,"with the stages of susupthi (deep sleep), svapnam (dream)",
5-10-1-thIdhaRu,iRakkai,death,
5-10-1-thIdhaRu,avaiyAga,being the controller of all of these,
5-10-1-thIdhaRu,perumAn,being sarvESvaran,
5-10-1-thIdhaRu,thAy,mother yaSOdhA,
5-10-1-thIdhaRu,seRa,to become angry,
5-10-1-thIdhaRu,uLaindhu,becoming fearful and having a softened heart,
5-10-1-thIdhaRu,thayir,(before that) curd,
5-10-1-thIdhaRu,uNdu,mercifully consumed,
5-10-1-thIdhaRu,kudam Adu,one who danced with pots,
5-10-1-thIdhaRu,thadam,expansive,
5-10-1-thIdhaRu,mArvar,one who is having divine chest,
5-10-1-thIdhaRu,thagai sEr,"one who is complete with natural, auspicious qualities",
5-10-1-thIdhaRu,nAdhan,the lord,
5-10-1-thIdhaRu,uRaiginRa,eternally residing,
5-10-1-thIdhaRu,nandhipura viNNagaram,"having the divine name, nandhipura viNNagaram",
5-10-1-thIdhaRu,nagar,the dhivyadhESam,
5-10-1-thIdhaRu,manamE,oh heart!,
5-10-1-thIdhaRu,naNNu,try to reach.,
5-10-2-uyyum vagai,sona seyyil,if we are to do what was told,
5-10-2-uyyum vagai,uyyum vagai,way for uplifting,
5-10-2-uyyum vagai,uNdu,is there,
5-10-2-uyyum vagai,(What is it?),,
5-10-2-uyyum vagai,ulagu Ezhum,the seven worlds,
5-10-2-uyyum vagai,ozhiyAmai,without missing anything,
5-10-2-uyyum vagai,muna nAL,in the past (during deluge),
5-10-2-uyyum vagai,meyyin aLavE,within the divine form (without showing any increase in size),
5-10-2-uyyum vagai,amudhu seyyavala,one who is able to mercifully consume,
5-10-2-uyyum vagai,aiyan,natural relative,
5-10-2-uyyum vagai,avan,that sarvESvaran,
5-10-2-uyyum vagai,mEvum,eternally residing,
5-10-2-uyyum vagai,nagar thAn,the dhivyadhESam,
5-10-2-uyyum vagai,maiya,in dark complexion,
5-10-2-uyyum vagai,vari,stripes,
5-10-2-uyyum vagai,vaNdu,beetles,
5-10-2-uyyum vagai,madhu,honey,
5-10-2-uyyum vagai,kiLaiyOdu,"with relatives such as sons, grandsons et al",
5-10-2-uyyum vagai,uNdu,drank,
5-10-2-uyyum vagai,malar,flowers,
5-10-2-uyyum vagai,kiNdi,sucked,
5-10-2-uyyum vagai,adhan mEl,further,
5-10-2-uyyum vagai,naivaLam,kurinji tune,
5-10-2-uyyum vagai,naviRRu,humming,
5-10-2-uyyum vagai,pozhil,having orchards,
5-10-2-uyyum vagai,nandhipura viNNagaram,"having the divine name, nandhipura viNNagaram",
5-10-2-uyyum vagai,nagar,the dhivyadhESam,
5-10-2-uyyum vagai,manamE,oh heart!,
5-10-2-uyyum vagai,naNNu,try to reach.,
5-10-3-ulagEzhu,umbar ulagu Ezhum,the seven upper worlds,
5-10-3-ulagEzhu,kadal Ezhum,the seven oceans,
5-10-3-ulagEzhu,malai Ezhum,the seven anchoring mountains,
5-10-3-ulagEzhu,ozhiyAmai,not missing (anyone of these),
5-10-3-ulagEzhu,muna nAL,in the past (during deluge),
5-10-3-ulagEzhu,tham,his,
5-10-3-ulagEzhu,pon,best,
5-10-3-ulagEzhu,vayiRu,divine stomach,
5-10-3-ulagEzhu,AraLavum,to the brim,
5-10-3-ulagEzhu,uNdu,mercifully consumed,
5-10-3-ulagEzhu,avai,those,
5-10-3-ulagEzhu,umizhndha,let out (during creation),
5-10-3-ulagEzhu,thadam,vast,
5-10-3-ulagEzhu,mArvar,being the one who has divine chest,
5-10-3-ulagEzhu,thagai sEr,having greatness,
5-10-3-ulagEzhu,namban,"he, who is trustworthy",
5-10-3-ulagEzhu,uRaiginRa nagar,the residence,
5-10-3-ulagEzhu,vambu,flowers,
5-10-3-ulagEzhu,malarginRa,blossoming,
5-10-3-ulagEzhu,pozhil,in the orchards,
5-10-3-ulagEzhu,pai pon,like beautiful gold,
5-10-3-ulagEzhu,varu,coming,
5-10-3-ulagEzhu,maNi thumbi,having best dragon flies,
5-10-3-ulagEzhu,kangul,dark,
5-10-3-ulagEzhu,vayal sUzh,surrounded by farm fields,
5-10-3-ulagEzhu,nandhipura viNNagaram,"having the divine name, nandhipura viNNagaram",
5-10-3-ulagEzhu,nagar,the dhivyadhESam,
5-10-3-ulagEzhu,manamE,oh heart!,
5-10-3-ulagEzhu,naNNu,try to reach.,
5-10-4-piRaiyin oLi,piRaiyin,young moon-s,
5-10-4-piRaiyin oLi,oLi,having radiance,
5-10-4-piRaiyin oLi,eyiRu,teeth,
5-10-4-piRaiyin oLi,ilaga,as they shine,
5-10-4-piRaiyin oLi,muRugi,coming forth,
5-10-4-piRaiyin oLi,edhir,stood in front,
5-10-4-piRaiyin oLi,porudhum,we will fight,
5-10-4-piRaiyin oLi,ena vandha,"came, saying this",
5-10-4-piRaiyin oLi,asurar,demons-,
5-10-4-piRaiyin oLi,avai,such,
5-10-4-piRaiyin oLi,iRaigaL,bodies,
5-10-4-piRaiyin oLi,neRu neRu ena,to crack and fall down,
5-10-4-piRaiyin oLi,eRiya,as he collected his fist and punched,
5-10-4-piRaiyin oLi,avar,those demons,
5-10-4-piRaiyin oLi,vayiRu azhala,(to be frightened) and have their stomach burn,
5-10-4-piRaiyin oLi,ninRa,one who stood (in the war),
5-10-4-piRaiyin oLi,perumAn,sarvESvaran-s,
5-10-4-piRaiyin oLi,siRaikoL,having best wings,
5-10-4-piRaiyin oLi,mayil,peacocks,
5-10-4-piRaiyin oLi,kuyil,cuckoos,
5-10-4-piRaiyin oLi,payila,living densely,
5-10-4-piRaiyin oLi,(due to that),,
5-10-4-piRaiyin oLi,malargaL,flowers,
5-10-4-piRaiyin oLi,uga,as they fall down,
5-10-4-piRaiyin oLi,aLi,beetles,
5-10-4-piRaiyin oLi,murala,as they hum,
5-10-4-piRaiyin oLi,adi koL,having vast roots,
5-10-4-piRaiyin oLi,nedu,tall,
5-10-4-piRaiyin oLi,mA,sourced from the mango trees,
5-10-4-piRaiyin oLi,naRai sey,having honey,
5-10-4-piRaiyin oLi,pozhil,in the orchards,
5-10-4-piRaiyin oLi,mazhai,clouds,
5-10-4-piRaiyin oLi,thavazhum,roaming around,
5-10-4-piRaiyin oLi,nandhipura viNNagaram,"having the divine name, nandhipura viNNagaram",
5-10-4-piRaiyin oLi,nagar,the dhivyadhESam,
5-10-4-piRaiyin oLi,manamE,oh heart!,
5-10-4-piRaiyin oLi,naNNu,try to reach.,
5-10-5-mULa eri sindhi,mULa,to be covered by smoke,
5-10-5-mULa eri sindhi,eri,fire,
5-10-5-mULa eri sindhi,sindhi,let it spread,
5-10-5-mULa eri sindhi,munivu eydhu,became angry,
5-10-5-mULa eri sindhi,amar seydhum,we will fight,
5-10-5-mULa eri sindhi,ena vandha,thought this way and came,
5-10-5-mULa eri sindhi,asurar,monsters-,
5-10-5-mULa eri sindhi,thOLum,shoulders,
5-10-5-mULa eri sindhi,avar thALum,and their feet,
5-10-5-mULa eri sindhi,mudiyOdu,with their heads,
5-10-5-mULa eri sindhi,podiyAga,to become dust,
5-10-5-mULa eri sindhi,nodiyAm aLavu,in a second,
5-10-5-mULa eri sindhi,eydhAn,one who hit,
5-10-5-mULa eri sindhi,vALum,"nandhaka, the sword",
5-10-5-mULa eri sindhi,vari,beautiful,
5-10-5-mULa eri sindhi,villum,"SArngam, the bow",
5-10-5-mULa eri sindhi,vaLai,having curved mouths,
5-10-5-mULa eri sindhi,Azhi,"sudharSana, the disc",
5-10-5-mULa eri sindhi,gadhai,"kaumOdhaki, the mace",
5-10-5-mULa eri sindhi,sangam,"pAnchajanyam, the conch",
5-10-5-mULa eri sindhi,ivai,these five weapons,
5-10-5-mULa eri sindhi,am kai,in his beautiful hands,
5-10-5-mULa eri sindhi,udaiyAn,one who holds,
5-10-5-mULa eri sindhi,nALum,eternally,
5-10-5-mULa eri sindhi,uRaiginRa,residing,
5-10-5-mULa eri sindhi,nagar,town,
5-10-5-mULa eri sindhi,nandhipura viNNagaram,"having the divine name, nandhipura viNNagaram",
5-10-5-mULa eri sindhi,nagar,the dhivyadhESam,
5-10-5-mULa eri sindhi,manamE,oh heart!,
5-10-5-mULa eri sindhi,naNNu,try to reach.,
5-10-6-thambiyodu,oruvar,distinguished (very tender) one,
5-10-6-thambiyodu,thAm,him,
5-10-6-thambiyodu,thambiyodu,"with his brother, iLaiya perumAL",
5-10-6-thambiyodu,kAdhal,dear to him,
5-10-6-thambiyodu,than thuNaivi,sIthAp pirAtti who will help him,
5-10-6-thambiyodu,thuNaiyA,accompanying him,
5-10-6-thambiyodu,muna nAL,in the past (during SrI rAmAvathAram),
5-10-6-thambiyodu,vembi,being very hot,
5-10-6-thambiyodu,eri,blowing fire,
5-10-6-thambiyodu,kAnagam,in the forest,
5-10-6-thambiyodu,ulAvumavar,chakravarthith thirumagan who roamed around,
5-10-6-thambiyodu,inidhu,being joyful (with pirAtti),
5-10-6-thambiyodu,mEvu,eternally residing,
5-10-6-thambiyodu,nagar thAn,dhivyadhESam is,
5-10-6-thambiyodu,kuyil,cuckoos,
5-10-6-thambiyodu,kombu,from branches,
5-10-6-thambiyodu,kudhi koNdu,jumped,
5-10-6-thambiyodu,kUva,as they make noise,
5-10-6-thambiyodu,(hearing that),,
5-10-6-thambiyodu,mayil,peacocks,
5-10-6-thambiyodu,Alum,as they dance,
5-10-6-thambiyodu,ezhil sEr,having beauty,
5-10-6-thambiyodu,puRavu sEr,having surroundings,
5-10-6-thambiyodu,nambi,sarvESvaran who is complete in all auspicious qualities,
5-10-6-thambiyodu,uRaiginRa,eternally residing abode,
5-10-6-thambiyodu,(Such abode),,
5-10-6-thambiyodu,nandhipura viNNagaram,"having the divine name, nandhipura viNNagaram",
5-10-6-thambiyodu,nagar,the dhivyadhESam,
5-10-6-thambiyodu,manamE,oh heart!,
5-10-6-thambiyodu,naNNu,try to reach.,
5-10-7-thandhai manamundhu,thandhai,"nandhagOpa, the father, his",
5-10-7-thandhai manamundhu,manam,heart,
5-10-7-thandhai manamundhu,undhu,pushing (causing grief),
5-10-7-thandhai manamundhu,thuyar,sorrow (due to not having children),
5-10-7-thandhai manamundhu,nandha,to destroy,
5-10-7-thandhai manamundhu,iruL,in the dark (without anyone knowing),
5-10-7-thandhai manamundhu,vandha,came from (mathurA),
5-10-7-thandhai manamundhu,viRal,strong,
5-10-7-thandhai manamundhu,nandhan,nandhagOpa-s,
5-10-7-thandhai manamundhu,madhalai ivan,"krishNa, who is the son",
5-10-7-thandhai manamundhu,endhai,my lord,
5-10-7-thandhai manamundhu,enRu,saying this,
5-10-7-thandhai manamundhu,amarar,dhEvathAs,
5-10-7-thandhai manamundhu,kandham,filled with fragrance,
5-10-7-thandhai manamundhu,malar,flowers (from kalpaka tree),
5-10-7-thandhai manamundhu,koNdu,gathering them and bringing them,
5-10-7-thandhai manamundhu,thozha,to approach,
5-10-7-thandhai manamundhu,ninRa,mercifully present in the town,
5-10-7-thandhai manamundhu,muzhavu,musical instruments,
5-10-7-thandhai manamundhu,mandham,mild,
5-10-7-thandhai manamundhu,Osai,sound,
5-10-7-thandhai manamundhu,mazhaiyAga,considering it to be the sound of a cloud,
5-10-7-thandhai manamundhu,kAr,in the rainy season,
5-10-7-thandhai manamundhu,ezhu,rising,
5-10-7-thandhai manamundhu,mayilgaL,peacocks,
5-10-7-thandhai manamundhu,Adu,dancing,
5-10-7-thandhai manamundhu,pozhil sUzh,being surrounded by gardens,
5-10-7-thandhai manamundhu,nandhi,a king named nandhi,
5-10-7-thandhai manamundhu,paNi seydha,served,
5-10-7-thandhai manamundhu,nagar,will be the town,
5-10-7-thandhai manamundhu,nandhipura viNNagaram,"having the divine name, nandhipura viNNagaram",
5-10-7-thandhai manamundhu,nagar,the dhivyadhESam,
5-10-7-thandhai manamundhu,manamE,oh heart!,
5-10-7-thandhai manamundhu,naNNu,try to reach.,
5-10-8-eNNil ninaiveydhi,eNNil,If analysed,
5-10-8-eNNil ninaiveydhi,ninaivu eydhu,target of dhyAnam,
5-10-8-eNNil ninaiveydhi,iRai,lord,
5-10-8-eNNil ninaiveydhi,ini,other than him,
5-10-8-eNNil ninaiveydhi,ilai,none is present,
5-10-8-eNNil ninaiveydhi,enRu,confirmed in this manner,
5-10-8-eNNil ninaiveydhi,muniyALar,sanaka et al who have ultimate penance,
5-10-8-eNNil ninaiveydhi,thiru Ar,abundantly beautiful,
5-10-8-eNNil ninaiveydhi,paNNil,in music,
5-10-8-eNNil ninaiveydhi,mali,great,
5-10-8-eNNil ninaiveydhi,gIdhamodu,with song,
5-10-8-eNNil ninaiveydhi,pAdi,reciting words of praise (and danced),
5-10-8-eNNil ninaiveydhi,avar,their,
5-10-8-eNNil ninaiveydhi,Adalodu kUda,along with the dance,
5-10-8-eNNil ninaiveydhi,vAnavargaL,dhEvathAs,
5-10-8-eNNil ninaiveydhi,thAm,them,
5-10-8-eNNil ninaiveydhi,ezhil Ar,best,
5-10-8-eNNil ninaiveydhi,maNNil,in the bhUlOkam,
5-10-8-eNNil ninaiveydhi,idhu pOla,matching this,
5-10-8-eNNil ninaiveydhi,nagar,dhivyadhESam,
